stage,pool,feature_set,N,retrieval,top1,top5,mrr,chance,n_units,seed
ge2e,all-users,b_lsa_adv,10,full-pool,0.4090909090909091,0.7954545454545454,0.5747950071813707,0.022727272727272714,44,1.0
ge2e,all-users,b_lsa_adv,10,matched-C10,0.6809080044354846,0.97806902817053,,0.1,44,1.0
ge2e,all-users,b_lsa_adv,20,full-pool,0.5454545454545454,0.9318181818181818,0.6927218614718614,0.022727272727272714,44,1.0
ge2e,all-users,b_lsa_adv,20,matched-C10,0.7984569893233359,0.9982112125438394,,0.1,44,1.0
ge2e,all-users,b_lsa_adv,30,full-pool,0.7272727272727273,0.9772727272727273,0.8392316017316016,0.022727272727272714,44,1.0
ge2e,all-users,b_lsa_adv,30,matched-C10,0.9097300898939852,0.9999837163165222,,0.1,44,1.0
ge2e,all-users,b_lsa_adv,50,full-pool,0.9318181818181818,1.0,0.9590909090909091,0.022727272727272714,44,1.0
ge2e,all-users,b_lsa_adv,50,matched-C10,0.9762996221022313,1.0,,0.1,44,1.0
ge2e,within-class,b_lsa_adv,1,full-pool,0.1349862258953168,0.40771349862258954,0.27157167643080166,0.024793388429752164,363,1.0
ge2e,within-class,b_lsa_adv,1,matched-C10,0.3188491410272227,0.7516852242779346,,0.1,363,1.0
ge2e,within-class,b_lsa_adv,3,full-pool,0.24285714285714285,0.6485714285714286,0.4186337473048235,0.0257142857142857,350,1.0
ge2e,within-class,b_lsa_adv,3,matched-C10,0.4976487217766687,0.9279986420162344,,0.1,350,1.0
ge2e,within-class,b_lsa_adv,5,full-pool,0.3516819571865443,0.691131498470948,0.5116890183668922,0.027522935779816553,327,1.0
ge2e,within-class,b_lsa_adv,5,matched-C10,0.5712467249820832,0.9565402837650705,,0.1,327,1.0
ge2e,within-class,b_lsa_adv,10,full-pool,0.5448504983388704,0.893687707641196,0.7008831867264286,0.02990033222591366,301,1.0
ge2e,within-class,b_lsa_adv,10,matched-C10,0.7620345319374779,0.9904189523438187,,0.1,301,1.0
ge2e,within-class,b_lsa_adv,20,full-pool,0.7023809523809523,0.9603174603174603,0.8148573318216175,0.035714285714285775,252,1.0
ge2e,within-class,b_lsa_adv,20,matched-C10,0.8479229570341429,0.9995396259629672,,0.1,252,1.0
ge2e,within-class,b_lsa_adv,30,full-pool,0.8046511627906977,0.9953488372093023,0.888062015503876,0.041860465116279076,215,1.0
ge2e,within-class,b_lsa_adv,30,matched-C10,0.9016635316149977,0.9999889695744094,,0.1,215,1.0
ge2e,within-class,b_lsa_adv,50,full-pool,0.89171974522293,1.0,0.9410828025477707,0.05732484076433118,157,1.0
ge2e,within-class,b_lsa_adv,50,matched-C10,0.9342169270555124,1.0,,0.1,157,1.0
ge2e,within-archetype,b_lsa_adv,1,full-pool,0.1512469831053902,0.4577634754625905,0.3017196736877674,0.03942075623491566,1243,1.0
ge2e,within-archetype,b_lsa_adv,1,matched-C10,0.27388780514000105,0.7339082078312827,,0.1,1243,1.0
ge2e,within-archetype,b_lsa_adv,3,full-pool,0.2808641975308642,0.6656378600823045,0.45427592456701477,0.05041152263374508,972,1.0
ge2e,within-archetype,b_lsa_adv,3,matched-C10,0.4006329161340931,0.8682386699979847,,0.1,972,1.0
ge2e,within-archetype,b_lsa_adv,5,full-pool,0.3740831295843521,0.7787286063569682,0.5471597005387208,0.05990220048899789,818,1.0
ge2e,within-archetype,b_lsa_adv,5,matched-C10,0.4713799469458736,0.906440315843194,,0.1,803,1.0
ge2e,within-archetype,b_lsa_adv,10,full-pool,0.5403225806451613,0.8903225806451613,0.6890190393458638,0.07903225806451666,620,1.0
ge2e,within-archetype,b_lsa_adv,10,matched-C10,0.5951442438230038,0.9378701258511856,,0.1,485,1.0
ge2e,within-archetype,b_lsa_adv,20,full-pool,0.7009569377990431,0.9641148325358851,0.8062970787851167,0.11483253588516784,418,1.0
ge2e,within-archetype,b_lsa_adv,20,matched-C10,0.6970054945054949,0.9730604301359018,,0.1,265,1.0
ge2e,within-archetype,b_lsa_adv,30,full-pool,0.694078947368421,0.9671052631578947,0.8098189365459106,0.1480263157894738,304,1.0
ge2e,within-archetype,b_lsa_adv,30,matched-C10,0.5124733161575264,0.9387743835112254,,0.1,95,1.0
ge2e,within-archetype,b_lsa_adv,50,full-pool,0.8372093023255814,1.0,0.909593023255814,0.23255813953488347,172,1.0
ge2e,within-archetype,b_lsa_adv,50,matched-C10,0.8,1.0,,0.1,10,1.0
ge2e,pilot|distractors=all,b_lsa_adv,1,matched-C10,0.6123054397060491,,,0.1,1243,1.0
ge2e,pilot|distractors=class,b_lsa_adv,1,matched-C10,0.44362581442668253,,,0.1,1243,1.0
ge2e,pilot|distractors=archetype,b_lsa_adv,1,matched-C10,0.2738878051400007,,,0.1,1243,1.0
ge2e,pilot|distractors=all,b_lsa_adv,3,matched-C10,0.8577963329689157,,,0.1,972,1.0
ge2e,pilot|distractors=class,b_lsa_adv,3,matched-C10,0.645623660757144,,,0.1,972,1.0
ge2e,pilot|distractors=archetype,b_lsa_adv,3,matched-C10,0.40063291613409335,,,0.1,972,1.0
ge2e,pilot|distractors=all,b_lsa_adv,5,matched-C10,0.9262877472718574,,,0.1,818,1.0
ge2e,pilot|distractors=class,b_lsa_adv,5,matched-C10,0.7348950487503847,,,0.1,818,1.0
ge2e,pilot|distractors=archetype,b_lsa_adv,5,matched-C10,0.4713799469458738,,,0.1,803,1.0
ge2e,pilot|distractors=all,b_lsa_adv,10,matched-C10,0.9706527867025274,,,0.1,620,1.0
ge2e,pilot|distractors=class,b_lsa_adv,10,matched-C10,0.8352497472639663,,,0.1,620,1.0
ge2e,pilot|distractors=archetype,b_lsa_adv,10,matched-C10,0.5951442438230033,,,0.1,485,1.0
ge2e,pilot|distractors=all,b_lsa_adv,20,matched-C10,0.983099828386205,,,0.1,419,1.0
ge2e,pilot|distractors=class,b_lsa_adv,20,matched-C10,0.884771447440871,,,0.1,419,1.0
ge2e,pilot|distractors=archetype,b_lsa_adv,20,matched-C10,0.697005494505495,,,0.1,265,1.0
ge2e,pilot|distractors=all,b_lsa_adv,30,matched-C10,0.9809344197167632,,,0.1,308,1.0
ge2e,pilot|distractors=class,b_lsa_adv,30,matched-C10,0.871386853919729,,,0.1,308,1.0
ge2e,pilot|distractors=archetype,b_lsa_adv,30,matched-C10,0.5124733161575267,,,0.1,95,1.0
ge2e,pilot|distractors=all,b_lsa_adv,50,matched-C10,0.9889275418191645,,,0.1,179,1.0
ge2e,pilot|distractors=class,b_lsa_adv,50,matched-C10,0.9181579507948651,,,0.1,179,1.0
ge2e,pilot|distractors=archetype,b_lsa_adv,50,matched-C10,0.8,,,0.1,10,1.0
ge2e,all-users,b_lsa_adv,1,full-pool,0.11363636363636363,0.29545454545454547,0.2174619036179689,0.022727272727272714,44,2.0
ge2e,all-users,b_lsa_adv,1,matched-C10,0.24705274163285323,0.7138130370882557,,0.1,44,2.0
ge2e,all-users,b_lsa_adv,3,full-pool,0.18181818181818182,0.4318181818181818,0.3180474860436506,0.022727272727272714,44,2.0
ge2e,all-users,b_lsa_adv,3,matched-C10,0.3707721300177342,0.8048309609494193,,0.1,44,2.0
ge2e,all-users,b_lsa_adv,5,full-pool,0.1590909090909091,0.5681818181818182,0.35281930821703544,0.022727272727272714,44,2.0
ge2e,all-users,b_lsa_adv,5,matched-C10,0.4708134203432292,0.9447604559853418,,0.1,44,2.0
ge2e,all-users,b_lsa_adv,10,full-pool,0.36363636363636365,0.7954545454545454,0.5288270757020755,0.022727272727272714,44,2.0
ge2e,all-users,b_lsa_adv,10,matched-C10,0.6460401655777362,0.9770700078264934,,0.1,44,2.0
ge2e,all-users,b_lsa_adv,20,full-pool,0.6590909090909091,0.9545454545454546,0.7642676767676767,0.022727272727272714,44,2.0
ge2e,all-users,b_lsa_adv,20,matched-C10,0.8414291141132352,0.999871273701766,,0.1,44,2.0
ge2e,all-users,b_lsa_adv,30,full-pool,0.6818181818181818,0.9318181818181818,0.7875270562770563,0.022727272727272714,44,2.0
ge2e,all-users,b_lsa_adv,30,matched-C10,0.8551927828325714,0.9975134939460102,,0.1,44,2.0
ge2e,all-users,b_lsa_adv,50,full-pool,0.8636363636363636,1.0,0.912878787878788,0.022727272727272714,44,2.0
ge2e,all-users,b_lsa_adv,50,matched-C10,0.9522047719722139,1.0,,0.1,44,2.0
ge2e,within-class,b_lsa_adv,1,full-pool,0.14325068870523416,0.38016528925619836,0.26955168693896847,0.024793388429752164,363,2.0
ge2e,within-class,b_lsa_adv,1,matched-C10,0.30666998828815645,0.7825407273780205,,0.1,363,2.0
ge2e,within-class,b_lsa_adv,3,full-pool,0.2742857142857143,0.6114285714285714,0.4303087631330964,0.0257142857142857,350,2.0
ge2e,within-class,b_lsa_adv,3,matched-C10,0.4954132617144898,0.919376893543809,,0.1,350,2.0
ge2e,within-class,b_lsa_adv,5,full-pool,0.3516819571865443,0.7003058103975535,0.5122147594067704,0.027522935779816553,327,2.0
ge2e,within-class,b_lsa_adv,5,matched-C10,0.5711977299384587,0.9559173429117916,,0.1,327,2.0
ge2e,within-class,b_lsa_adv,10,full-pool,0.53156146179402,0.8704318936877077,0.676703514857681,0.02990033222591366,301,2.0
ge2e,within-class,b_lsa_adv,10,matched-C10,0.7318554122553782,0.990577225102418,,0.1,301,2.0
ge2e,within-class,b_lsa_adv,20,full-pool,0.7182539682539683,0.9444444444444444,0.8146212544846998,0.035714285714285775,252,2.0
ge2e,within-class,b_lsa_adv,20,matched-C10,0.8372756358380664,0.9938091681994922,,0.1,252,2.0
ge2e,within-class,b_lsa_adv,30,full-pool,0.827906976744186,0.9767441860465116,0.8924529346622371,0.041860465116279076,215,2.0
ge2e,within-class,b_lsa_adv,30,matched-C10,0.8997282492759473,0.9987529059451319,,0.1,215,2.0
ge2e,within-class,b_lsa_adv,50,full-pool,0.9044585987261147,1.0,0.9511677282377919,0.05732484076433118,157,2.0
ge2e,within-class,b_lsa_adv,50,matched-C10,0.9510399265304511,1.0,,0.1,157,2.0
ge2e,within-archetype,b_lsa_adv,1,full-pool,0.17135961383748993,0.46419951729686243,0.31671211441976266,0.03942075623491566,1243,2.0
ge2e,within-archetype,b_lsa_adv,1,matched-C10,0.2883313062722886,0.7430091824131673,,0.1,1243,2.0
ge2e,within-archetype,b_lsa_adv,3,full-pool,0.2602880658436214,0.6430041152263375,0.43491984419478796,0.05041152263374508,972,2.0
ge2e,within-archetype,b_lsa_adv,3,matched-C10,0.3794165985286957,0.8457840896949353,,0.1,972,2.0
ge2e,within-archetype,b_lsa_adv,5,full-pool,0.34596577017114916,0.7603911980440098,0.5261921560949224,0.05990220048899789,818,2.0
ge2e,within-archetype,b_lsa_adv,5,matched-C10,0.44767194290335177,0.8933818012320656,,0.1,803,2.0
ge2e,within-archetype,b_lsa_adv,10,full-pool,0.5112903225806451,0.8919354838709678,0.6691218935502612,0.07903225806451666,620,2.0
ge2e,within-archetype,b_lsa_adv,10,matched-C10,0.5603268999118445,0.9488389769242601,,0.1,485,2.0
ge2e,within-archetype,b_lsa_adv,20,full-pool,0.65311004784689,0.9641148325358851,0.7793851018731399,0.11483253588516784,418,2.0
ge2e,within-archetype,b_lsa_adv,20,matched-C10,0.6573426102199689,0.9704380525135241,,0.1,265,2.0
ge2e,within-archetype,b_lsa_adv,30,full-pool,0.7697368421052632,0.9835526315789473,0.8562708855472012,0.1480263157894738,304,2.0
ge2e,within-archetype,b_lsa_adv,30,matched-C10,0.6301509017298489,0.9782112624217888,,0.1,95,2.0
ge2e,within-archetype,b_lsa_adv,50,full-pool,0.8662790697674418,1.0,0.9263565891472869,0.23255813953488347,172,2.0
ge2e,within-archetype,b_lsa_adv,50,matched-C10,0.9,1.0,,0.1,10,2.0
ge2e,pilot|distractors=all,b_lsa_adv,1,matched-C10,0.5704424076385548,,,0.1,1243,2.0
ge2e,pilot|distractors=class,b_lsa_adv,1,matched-C10,0.43367450228349996,,,0.1,1243,2.0
ge2e,pilot|distractors=archetype,b_lsa_adv,1,matched-C10,0.28833130627228865,,,0.1,1243,2.0
ge2e,pilot|distractors=all,b_lsa_adv,3,matched-C10,0.8262641518535873,,,0.1,972,2.0
ge2e,pilot|distractors=class,b_lsa_adv,3,matched-C10,0.6174043427459409,,,0.1,972,2.0
ge2e,pilot|distractors=archetype,b_lsa_adv,3,matched-C10,0.3794165985286966,,,0.1,972,2.0
ge2e,pilot|distractors=all,b_lsa_adv,5,matched-C10,0.9155851307038384,,,0.1,818,2.0
ge2e,pilot|distractors=class,b_lsa_adv,5,matched-C10,0.7175969925568524,,,0.1,818,2.0
ge2e,pilot|distractors=archetype,b_lsa_adv,5,matched-C10,0.44767194290335227,,,0.1,803,2.0
ge2e,pilot|distractors=all,b_lsa_adv,10,matched-C10,0.9682536186679169,,,0.1,620,2.0
ge2e,pilot|distractors=class,b_lsa_adv,10,matched-C10,0.8222105708472781,,,0.1,620,2.0
ge2e,pilot|distractors=archetype,b_lsa_adv,10,matched-C10,0.5603268999118445,,,0.1,485,2.0
ge2e,pilot|distractors=all,b_lsa_adv,20,matched-C10,0.9818369608546857,,,0.1,419,2.0
ge2e,pilot|distractors=class,b_lsa_adv,20,matched-C10,0.8702012012506738,,,0.1,419,2.0
ge2e,pilot|distractors=archetype,b_lsa_adv,20,matched-C10,0.6573426102199691,,,0.1,265,2.0
ge2e,pilot|distractors=all,b_lsa_adv,30,matched-C10,0.9858508934323363,,,0.1,308,2.0
ge2e,pilot|distractors=class,b_lsa_adv,30,matched-C10,0.9020676954719464,,,0.1,308,2.0
ge2e,pilot|distractors=archetype,b_lsa_adv,30,matched-C10,0.630150901729849,,,0.1,95,2.0
ge2e,pilot|distractors=all,b_lsa_adv,50,matched-C10,0.9913701412069906,,,0.1,179,2.0
ge2e,pilot|distractors=class,b_lsa_adv,50,matched-C10,0.9310036544703776,,,0.1,179,2.0
ge2e,pilot|distractors=archetype,b_lsa_adv,50,matched-C10,0.9,,,0.1,10,2.0
